Time,Open,High,Low,Close,Volume,candlestick_pattern,candlestick_pattern_type
2020-01-05 00:00:00,128.54,138.97,125.52,135.31,271960.63975131,NO_PATTERN,NO_PATTERN
2020-01-12 00:00:00,135.31,148.0,134.78,146.6,576265.49443363,NO_PATTERN,NO_PATTERN
2020-01-19 00:00:00,146.55,179.32,142.1,166.75,916357.19402559,NO_PATTERN,NO_PATTERN
2020-01-26 00:00:00,166.67,171.05,154.48,167.35,416265.3360717,NO_PATTERN,NO_PATTERN
2020-02-02 00:00:00,167.58,193.52,164.89,188.29,645454.72548588,NO_PATTERN,NO_PATTERN
2020-02-09 00:00:00,188.22,230.9,184.29,228.8,892729.37499596,NO_PATTERN,NO_PATTERN
2020-02-16 00:00:00,228.8,290.0,216.31,258.5,1526295.30643666,NO_PATTERN,NO_PATTERN
2020-02-23 00:00:00,258.58,287.13,242.36,275.48,1162268.41535208,NO_PATTERN,NO_PATTERN
2020-03-01 00:00:00,275.48,278.13,209.26,217.26,1588544.98860999,NO_PATTERN,NO_PATTERN
2020-03-08 00:00:00,217.34,253.01,196.0,199.46,1208976.16972468,NO_PATTERN,NO_PATTERN
2020-03-15 00:00:00,199.51,208.65,90.0,123.3,4211745.8291615,NO_PATTERN,NO_PATTERN
2020-03-22 00:00:00,123.33,154.0,100.5,122.42,3237255.72756196,CDLDOJI,Neutral
2020-03-29 00:00:00,122.31,144.16,119.2,124.35,1550375.44178755,CDLGRAVESTONEDOJI,Neutral
2020-04-05 00:00:00,124.43,150.5,124.05,142.79,824700.29057692,NO_PATTERN,NO_PATTERN
2020-04-12 00:00:00,142.79,176.82,142.79,158.87,1770227.11000535,NO_PATTERN,NO_PATTERN
2020-04-19 00:00:00,158.82,191.22,148.08,180.39,1600812.24656233,NO_PATTERN,NO_PATTERN
2020-04-26 00:00:00,180.28,200.0,166.4,197.83,1305002.48117053,NO_PATTERN,NO_PATTERN
2020-05-03 00:00:00,197.8,227.5,189.6,210.24,1437887.04389027,NO_PATTERN,NO_PATTERN
2020-05-10 00:00:00,210.24,217.0,180.01,187.73,1516135.87189198,NO_PATTERN,NO_PATTERN
2020-05-17 00:00:00,187.65,210.0,176.43,207.05,1041474.50143044,NO_PATTERN,NO_PATTERN
2020-05-24 00:00:00,207.05,216.99,191.27,199.63,847148.80755258,NO_PATTERN,NO_PATTERN
2020-05-31 00:00:00,199.63,247.36,196.65,231.54,955196.70511443,NO_PATTERN,NO_PATTERN
2020-06-07 00:00:00,231.43,253.6,225.6,244.81,1056293.62612761,NO_PATTERN,NO_PATTERN
2020-06-14 00:00:00,244.79,250.56,225.2,231.34,867952.44546434,NO_PATTERN,NO_PATTERN
2020-06-21 00:00:00,231.34,237.0,217.79,227.68,634855.27036774,NO_PATTERN,NO_PATTERN
2020-06-28 00:00:00,227.7,249.04,215.16,224.76,782669.73441438,CDLDOJI,Neutral
2020-07-05 00:00:00,224.94,232.77,220.98,227.67,482951.4002101,CDLDOJI,Neutral
2020-07-12 00:00:00,227.62,249.0,227.08,242.81,636914.35738836,NO_PATTERN,NO_PATTERN
2020-07-19 00:00:00,242.81,245.37,229.77,239.17,626696.02621028,NO_PATTERN,NO_PATTERN
2020-07-26 00:00:00,239.26,319.86,233.85,311.35,1329623.04228397,NO_PATTERN,NO_PATTERN
2020-08-02 00:00:00,311.43,415.0,306.29,372.21,2032132.56881358,NO_PATTERN,NO_PATTERN
2020-08-09 00:00:00,372.19,408.0,362.88,390.41,1362000.02031563,NO_PATTERN,NO_PATTERN
2020-08-16 00:00:00,390.41,445.45,364.77,433.7,1672082.00882004,NO_PATTERN,NO_PATTERN
2020-08-23 00:00:00,433.71,447.5,379.53,390.9,1169665.77115353,NO_PATTERN,NO_PATTERN
2020-08-30 00:00:00,390.78,429.9,369.36,428.94,978699.95813162,NO_PATTERN,NO_PATTERN
2020-09-06 00:00:00,428.92,488.95,310.0,352.77,2378073.20241825,NO_PATTERN,NO_PATTERN
2020-09-13 00:00:00,352.85,390.41,323.17,366.58,1211686.27501644,CDLHARAMI,Bullish
2020-09-20 00:00:00,366.58,394.55,355.0,370.69,1022522.57578402,CDLDOJI,Neutral
2020-09-27 00:00:00,371.03,376.76,313.0,357.55,1029781.08762299,CDLHAMMER,Neutral
2020-10-04 00:00:00,357.53,370.25,334.19,352.48,653757.14305758,CDLDOJI,Neutral
2020-10-11 00:00:00,352.42,380.81,332.87,374.38,625758.24588511,CDLENGULFING,Bullish
2020-10-18 00:00:00,374.37,395.18,361.38,378.58,534573.78586455,CDLDOJI,Neutral
2020-10-25 00:00:00,378.56,421.47,364.04,408.63,810752.76727023,NO_PATTERN,NO_PATTERN
