Time,Open,High,Low,Close,Volume,candlestick_pattern,candlestick_pattern_type
2020-01-05 00:00:00,0.1923,0.1974,0.1842,0.1946,79444613.0,NO_PATTERN,NO_PATTERN
2020-01-12 00:00:00,0.1946,0.2257,0.1942,0.2154,258982101.0,NO_PATTERN,NO_PATTERN
2020-01-19 00:00:00,0.2155,0.2559,0.2096,0.2356,377625890.0,NO_PATTERN,NO_PATTERN
2020-01-26 00:00:00,0.2357,0.2416,0.213,0.2307,188267779.0,NO_PATTERN,NO_PATTERN
2020-02-02 00:00:00,0.231,0.2619,0.2259,0.2505,241874883.0,NO_PATTERN,NO_PATTERN
2020-02-09 00:00:00,0.2507,0.2898,0.2467,0.283,418643999.0,NO_PATTERN,NO_PATTERN
2020-02-16 00:00:00,0.283,0.3478,0.2651,0.293,669345893.0,NO_PATTERN,NO_PATTERN
2020-02-23 00:00:00,0.2925,0.3092,0.26,0.2839,371884674.0,NO_PATTERN,NO_PATTERN
2020-03-01 00:00:00,0.284,0.2851,0.2221,0.2269,407151373.0,NO_PATTERN,NO_PATTERN
2020-03-08 00:00:00,0.2269999999999999,0.2465,0.2007,0.2039,277856334.0,NO_PATTERN,NO_PATTERN
2020-03-15 00:00:00,0.2039,0.2163,0.1105,0.1528,815638921.0,NO_PATTERN,NO_PATTERN
2020-03-22 00:00:00,0.1528,0.176,0.127,0.1479,691347856.0,CDLDOJI,Neutral
2020-03-29 00:00:00,0.1479,0.1879,0.1449,0.1627,556095609.0,NO_PATTERN,NO_PATTERN
2020-04-05 00:00:00,0.1627,0.1873,0.1625,0.1796,329581521.0,NO_PATTERN,NO_PATTERN
2020-04-12 00:00:00,0.1796,0.206,0.1795,0.1896,426622408.0,NO_PATTERN,NO_PATTERN
2020-04-19 00:00:00,0.1894,0.1975,0.1738,0.1894,321317407.0,CDLDOJI,Neutral
2020-04-26 00:00:00,0.1894,0.2,0.1783,0.1966,313092824.0,NO_PATTERN,NO_PATTERN
2020-05-03 00:00:00,0.1966,0.2361,0.1945,0.2195,516439626.0,NO_PATTERN,NO_PATTERN
2020-05-10 00:00:00,0.2195,0.2252,0.1802,0.1973,436932128.0,NO_PATTERN,NO_PATTERN
2020-05-17 00:00:00,0.1972,0.2065,0.1842,0.2014,293706554.0,CDLDOJI,Neutral
2020-05-24 00:00:00,0.2014,0.2087,0.1889,0.1924,274690747.0,NO_PATTERN,NO_PATTERN
2020-05-31 00:00:00,0.1926,0.2137,0.1897,0.2024,251758419.0,NO_PATTERN,NO_PATTERN
2020-06-07 00:00:00,0.2023,0.2146,0.1969999999999999,0.2035,271781332.0,CDLDOJI,Neutral
2020-06-14 00:00:00,0.2035,0.2054,0.183,0.1901,265506276.0,NO_PATTERN,NO_PATTERN
2020-06-21 00:00:00,0.1901,0.1989999999999999,0.1817,0.1858,243174089.0,NO_PATTERN,NO_PATTERN
2020-06-28 00:00:00,0.1857,0.1908,0.1689999999999999,0.1767,252111925.011076,NO_PATTERN,NO_PATTERN
2020-07-05 00:00:00,0.1768,0.1798,0.1721,0.1771,209592765.379636,CDLDOJI,Neutral
2020-07-12 00:00:00,0.1771,0.2117,0.1765,0.2012,406060741.826527,NO_PATTERN,NO_PATTERN
2020-07-19 00:00:00,0.2011,0.2066,0.1882,0.1998,289840831.733126,CDLHARAMI,Bear
2020-07-26 00:00:00,0.1998,0.2253,0.1918,0.2155,357741745.798185,NO_PATTERN,NO_PATTERN
2020-08-02 00:00:00,0.2155,0.3279999999999999,0.2091,0.2881,987140487.487286,NO_PATTERN,NO_PATTERN
2020-08-09 00:00:00,0.2879,0.32,0.278,0.288,720058156.458153,CDLHARAMI,Bear
2020-08-16 00:00:00,0.288,0.308,0.2672,0.3046,746181527.076774,NO_PATTERN,NO_PATTERN
2020-08-23 00:00:00,0.3046,0.3283,0.2731,0.285,730987692.328696,NO_PATTERN,NO_PATTERN
2020-08-30 00:00:00,0.285,0.2922,0.2549,0.2832,446976158.955444,CDLDOJI,Neutral
2020-09-06 00:00:00,0.2832,0.3039,0.23,0.2401,702332115.714279,NO_PATTERN,NO_PATTERN
2020-09-13 00:00:00,0.24,0.2536,0.23,0.2422,306437641.984456,CDLDOJI,Neutral
2020-09-20 00:00:00,0.2421,0.2585,0.2343,0.2465,338714608.998625,CDLDOJI,Neutral
2020-09-27 00:00:00,0.2466,0.2481,0.2195,0.2433,333704666.878999,CDLHAMMER,Neutral
2020-10-04 00:00:00,0.2434,0.25,0.2286,0.2481,229315455.029644,CDLDRAGONFLYDOJI,Neutral
2020-10-11 00:00:00,0.248,0.2602,0.2402,0.2555,304932282.588176,NO_PATTERN,NO_PATTERN
2020-10-18 00:00:00,0.2556,0.26,0.2377,0.2423,224416582.279257,CDLENGULFING,Bearish
2020-10-25 00:00:00,0.2423,0.264,0.2402,0.2538,278232928.724458,NO_PATTERN,NO_PATTERN
