Time,Open,High,Low,Close,Volume,candlestick_pattern,candlestick_pattern_type
2020-01-01 00:00:00,1.7631400000000002,1.8,1.75501,1.79998,159849.69,NO_PATTERN,NO_PATTERN
2020-01-01 06:00:00,1.79994,1.81133,1.77414,1.80764,83040.12,NO_PATTERN,NO_PATTERN
2020-01-01 12:00:00,1.80976,1.85,1.80773,1.83281,126660.94,NO_PATTERN,NO_PATTERN
2020-01-01 18:00:00,1.83073,1.83527,1.79265,1.80218,138273.16,NO_PATTERN,NO_PATTERN
2020-01-02 00:00:00,1.80467,1.80871,1.775,1.78365,77638.85,NO_PATTERN,NO_PATTERN
2020-01-02 06:00:00,1.7816900000000002,1.8046,1.7796900000000002,1.79539,60346.11,NO_PATTERN,NO_PATTERN
2020-01-02 12:00:00,1.79539,1.80482,1.7220099999999998,1.7397900000000002,271693.27,NO_PATTERN,NO_PATTERN
2020-01-02 18:00:00,1.73978,1.74256,1.70167,1.73534,271972.14,NO_PATTERN,NO_PATTERN
2020-01-03 00:00:00,1.73534,1.7989400000000002,1.7,1.7814,259077.38,NO_PATTERN,NO_PATTERN
2020-01-03 06:00:00,1.7814,1.82384,1.7678900000000002,1.80996,152041.98,NO_PATTERN,NO_PATTERN
2020-01-03 12:00:00,1.80999,1.8183,1.7803400000000005,1.80405,171516.04,NO_PATTERN,NO_PATTERN
2020-01-03 18:00:00,1.80744,1.82655,1.7850099999999998,1.80037,207435.54,NO_PATTERN,NO_PATTERN
2020-01-04 00:00:00,1.8004,1.807,1.785,1.80252,72100.18000000001,DRAGONFLYDOJI,Neutral
2020-01-04 06:00:00,1.80246,1.80999,1.79038,1.7950099999999998,104493.51,NO_PATTERN,NO_PATTERN
2020-01-04 12:00:00,1.79597,1.84,1.78457,1.83692,100009.54,NO_PATTERN,NO_PATTERN
2020-01-04 18:00:00,1.83691,1.84,1.81143,1.82483,105058.01,HARAMI,Bearish
2020-01-05 00:00:00,1.8236,1.84,1.7992,1.80766,143944.29,NO_PATTERN,NO_PATTERN
2020-01-05 06:00:00,1.8112,1.81999,1.80332,1.81885,41745.69,NO_PATTERN,NO_PATTERN
2020-01-05 12:00:00,1.81787,1.84,1.8095,1.83489,97106.98,NO_PATTERN,NO_PATTERN
2020-01-05 18:00:00,1.83163,1.83974,1.7838,1.79825,102613.15,NO_PATTERN,NO_PATTERN
2020-01-06 00:00:00,1.79772,1.84687,1.79479,1.82943,209432.72,NO_PATTERN,NO_PATTERN
2020-01-06 06:00:00,1.83203,1.91613,1.82009,1.88935,241554.19,NO_PATTERN,NO_PATTERN
2020-01-06 12:00:00,1.89285,1.89721,1.855,1.89707,201848.28,NO_PATTERN,NO_PATTERN
2020-01-06 18:00:00,1.89717,1.94719,1.89441,1.94178,470144.58,NO_PATTERN,NO_PATTERN
2020-01-07 00:00:00,1.94179,1.96358,1.90108,1.9214,454226.09,NO_PATTERN,NO_PATTERN
2020-01-07 06:00:00,1.92186,2.04855,1.9186,2.00823,322273.93,NO_PATTERN,NO_PATTERN
2020-01-07 12:00:00,2.00999,2.10782,2.00641,2.0674900000000003,1102743.77,NO_PATTERN,NO_PATTERN
2020-01-07 18:00:00,2.06995,2.14,2.0292,2.10878,891055.4299999999,NO_PATTERN,NO_PATTERN
2020-01-08 00:00:00,2.10375,2.24677,2.10375,2.22704,1134616.93,NO_PATTERN,NO_PATTERN
