Time,Open,High,Low,Close,Volume,candlestick_pattern,candlestick_pattern_type
2020-01-05 00:00:00,7165.72,7488.87,6854.67,7355.4,35918.6948971,NO_PATTERN,NO_PATTERN
2020-01-12 00:00:00,7355.4,8469.39,7343.17,8180.81,89691.56663559,NO_PATTERN,NO_PATTERN
2020-01-19 00:00:00,8180.81,9194.99,8041.95,8697.53,93763.33006449,NO_PATTERN,NO_PATTERN
2020-01-26 00:00:00,8697.53,8791.76,8216.71,8586.72,48561.50485595,NO_PATTERN,NO_PATTERN
2020-02-02 00:00:00,8595.0,9574.68,8556.6,9323.5,73551.75248251,NO_PATTERN,NO_PATTERN
2020-02-09 00:00:00,9325.01,10178.91,9078.05,10168.35,72086.65265004,NO_PATTERN,NO_PATTERN
2020-02-16 00:00:00,10168.36,10522.51,9612.12,9921.0,90391.10955678,NO_PATTERN,NO_PATTERN
2020-02-23 00:00:00,9920.52,10315.0,9280.98,9965.01,66635.29589522,NO_PATTERN,NO_PATTERN
2020-03-01 00:00:00,9965.0,10030.0,8400.0,8522.31,82850.00950942,NO_PATTERN,NO_PATTERN
2020-03-08 00:00:00,8522.3,9214.67,8002.2,8037.76,64507.42207304,NO_PATTERN,NO_PATTERN
2020-03-15 00:00:00,8037.73,8187.03,3858.0,5345.35,376302.35986949,NO_PATTERN,NO_PATTERN
2020-03-22 00:00:00,5346.86,6990.0,4432.3,5818.25,320158.67724225,CDLHARAMI,Bullish
2020-03-29 00:00:00,5815.24,6983.31,5678.2,5877.21,188056.41506969,CDLGRAVESTONEDOJI,Neutral
2020-04-05 00:00:00,5878.98,7292.11,5853.0,6778.25,116107.59437313,NO_PATTERN,NO_PATTERN
2020-04-12 00:00:00,6778.64,7466.0,6750.0,6908.13,118527.9831049,CDLSHOOTINGSTAR,Neutral
2020-04-19 00:00:00,6908.12,7308.0,6456.0,7130.71,111673.10831173,NO_PATTERN,NO_PATTERN
2020-04-26 00:00:00,7130.7,7775.0,6748.72,7706.4,99018.68125403,NO_PATTERN,NO_PATTERN
2020-05-03 00:00:00,7706.4,9478.66,7635.69,8909.95,168868.11363754,NO_PATTERN,NO_PATTERN
2020-05-10 00:00:00,8907.85,10079.0,8106.7,8729.86,196022.62025191,CDLHARAMI,Bearish
2020-05-17 00:00:00,8729.86,9943.93,8185.0,9676.63,159478.13137221,NO_PATTERN,NO_PATTERN
2020-05-24 00:00:00,9677.45,9957.25,8680.7,8715.73,111253.95174826,CDLENGULFING,Bearish
2020-05-31 00:00:00,8715.69,9764.0,8632.93,9446.57,77972.01452529,NO_PATTERN,NO_PATTERN
2020-06-07 00:00:00,9445.83,10428.0,9270.0,9750.12,109181.34967134,NO_PATTERN,NO_PATTERN
2020-06-14 00:00:00,9750.12,10018.67,9050.0,9325.0,78825.51570917,NO_PATTERN,NO_PATTERN
2020-06-21 00:00:00,9328.63,9592.04,8895.01,9286.14,61847.7065419,CDLDOJI,Neutral
2020-06-28 00:00:00,9286.14,9792.0,8815.01,9113.24,71276.57086067,NO_PATTERN,NO_PATTERN
2020-07-05 00:00:00,9113.23,9297.2,8905.84,9074.39,51290.09928559,CDLDOJI,Neutral
2020-07-12 00:00:00,9074.37,9475.0,9061.59,9303.37,50372.29132335,CDLENGULFING,Bullish
2020-07-19 00:00:00,9303.38,9339.61,9005.0,9212.87,46107.38158217,CDLHAMMER,Neutral
2020-07-26 00:00:00,9214.01,10150.0,9131.0,9940.0,66888.75624259,NO_PATTERN,NO_PATTERN
2020-08-02 00:00:00,9941.0,12134.29,9935.0,11068.54,160471.67850313,NO_PATTERN,NO_PATTERN
2020-08-09 00:00:00,11067.46,11920.0,10911.74,11688.48,98896.67553895,NO_PATTERN,NO_PATTERN
2020-08-16 00:00:00,11688.25,12086.22,11120.0,11918.84,106061.44985834,NO_PATTERN,NO_PATTERN
2020-08-23 00:00:00,11918.84,12486.61,11370.0,11650.01,96020.92237742,NO_PATTERN,NO_PATTERN
2020-08-30 00:00:00,11650.01,11823.62,11102.73,11716.01,65467.60188278,CDLDOJI,Neutral
2020-09-06 00:00:00,11716.0,12086.0,9813.0,10257.86,129963.99088333,NO_PATTERN,NO_PATTERN
2020-09-13 00:00:00,10258.67,10582.36,9819.83,10336.76,72437.49059663,CDLHARAMI,Bull
2020-09-20 00:00:00,10336.76,11179.9,10253.0,10920.89,66259.60752666,NO_PATTERN,NO_PATTERN
2020-09-27 00:00:00,10920.94,10994.0,10135.22,10778.2,58699.95152425,NO_PATTERN,NO_PATTERN
2020-10-04 00:00:00,10779.0,10956.11,10363.76,10671.11,53137.77911343,CDLDOJI,Neutral
2020-10-11 00:00:00,10670.01,11498.98,10524.0,11374.01,55496.48255974,CDLENGULFING,Bullish
2020-10-18 00:00:00,11374.01,11736.02,11187.6,11514.2,52610.81224855,NO_PATTERN,NO_PATTERN
2020-10-25 00:00:00,11514.2,13361.0,11416.04,12992.39,101395.26007772,NO_PATTERN,NO_PATTERN
